,column1,column2,labels
0,-52416144.897860974,1.2682634621436493,0
1,-51506144.89786233,7.396880121449304,2
2,-31036144.897853334,-4.612868501145685,1
3,-49706144.89786329,9.744615749486849,3
4,-53206144.897861354,5.10100976929188,0
5,-46436144.89786374,11.440610270758032,1
6,-39806144.89786317,12.050956737192136,0
7,-44696144.89785736,-0.38437988873307527,2
8,-34516144.897854336,-3.589458777364437,3
9,-53206144.8978621,6.515170431491942,1
10,-43096144.89785904,3.273785849744691,3
11,-46956144.89785853,1.2717862007823753,1
12,-32036144.897856873,1.9392820510560902,3
13,-40106144.89785578,-2.2462457124480175,2
14,-26286138.897856176,2.0932172016640487,3
15,-42236144.89785843,2.3056665601113537,2
16,-34556144.897855796,-0.7818835633162566,0
17,-61866144.89786461,9.094440851297003,0
18,-50316144.897860266,3.7715949178195083,0
19,-59266144.89786201,4.786295375372933,3
20,-38536144.89785967,5.638842429865969,3
21,-43286144.89786049,6.0035631499730835,3
22,-62036144.8978653,10.42043054450132,2
23,-41796144.89785775,1.1197131117826515,3
24,-58556144.89786285,6.568699496319941,3
25,-11396032.897780333,-140.0936677311234,2
26,101333916.1021964,-66.07020139885556,3
27,227053855.10216987,17.518880408077678,3
28,-31166061.89779676,-113.57927059629877,0
29,-41886041.89777916,-150.24210307068148,3
30,-56406037.89778675,-139.3888504452243,3
31,195353855.1021411,64.72346704845071,2
32,-3086144.89785784,11.297636769473193,0
33,56063855.10218559,-57.015298901598165,3
34,84343855.10214578,26.946073565027117,0
35,84227855.10213919,39.61335580480702,0
36,131293855.10213727,55.53930257721811,0
37,189333855.10214555,54.521724834199645,1
38,-53686136.89784954,-17.7745100009103,2
39,134503855.1021464,38.742245666808046,2
40,-37096144.89785913,4.971541740335784,2
41,103073855.1021381,46.55956437272394,3
42,-66806144.89786541,9.360617547232401,1
43,166333855.10214135,56.74296729911777,3
44,260693855.10214403,75.98566771314546,3
45,-64726144.89786642,11.853575947733399,0
46,-37366144.897860534,7.607931048158599,0
47,-14056144.89785484,2.6932017282170597,0
48,-34086144.89785219,-7.608920077681249,0
49,-64846144.897866406,11.79133761667757,3
50,-3156144.897859201,13.916666495085062,2
51,-34476144.89785947,6.313113377820691,1
52,-40976144.89785857,2.907273264495797,2
53,-54156144.897862665,7.384715201131702,2
54,-58806144.89786574,12.09567895542056,1
55,-62206144.897861615,3.2614562645052674,1
56,-33056144.897862587,12.680295058263985,1
57,-65236144.89786635,11.589063040746145,1
58,-43086144.89785827,1.7956173528636703,1
59,-34966144.89786087,8.878645555125912,1
60,-66646144.89786543,9.434952693356552,1
61,-57276144.897863,7.215276437014828,3
62,-44706144.89785733,-0.4501114833063854,3
63,-43501144.89786487,14.377016780031761,3
64,3775855.102138296,20.513274649148922,3
65,-68206141.89786449,7.220344578672685,0
66,792393855.1021743,155.1071638629611,2
67,-66206144.89786622,11.085969864711583,0
68,1067163872.1021925,191.58993873125922,3
69,-44676144.89785879,2.3764708332904543,3
70,23908855.10213852,25.298667993239413,1
71,-36166144.8978475,-17.172681789182548,0
72,-61946144.897866786,13.295430617193302,2
73,-55216144.897864744,11.112022444539903,3
74,857303867.1021714,177.5028818392242,1
75,-36906144.897860564,7.7946155455042145,1
76,877759891.1022077,113.11869354785188,1
77,896809860.1021762,178.22047271279948,1
78,-54306144.89786487,11.575347159762948,1
79,-49756144.89786326,9.66678733984522,1
80,-47706144.89786501,13.566996115065928,1
81,-32796144.897859648,7.09795705976604,1
82,-61316144.897861734,3.723057219835954,1
83,559447859.1021625,117.79375381856308,1
84,452705855.1021563,102.01956821059781,1
85,-30718144.897851076,-8.811537357065774,1
86,-4066144.8978628493,20.688481701251057,1
87,296953857.1021421,89.13537513568531,1
88,387193855.10214156,113.31202845715784,1
89,-66796144.89786541,9.365804074820389,1
90,69336855.10218123,-45.036810691347426,3
91,-41081144.89786147,8.474860192487718,1
92,33255855.10216542,-24.032703893337548,2
93,34189855.10215898,-11.372243429137685,0
94,-48522144.89785826,0.37308302766770013,1
95,-44882144.89786248,9.409626038247199,0
96,-21236144.89784465,-18.750993990198797,1
97,-31810144.897864986,17.612264858745217,3
98,-62526144.89786671,12.994612017090153,1
99,-49558144.89786106,5.501050713636291,1
100,172383855.1022138,-81.08981013972229,1
101,1900855.1021452579,6.64036886092879,1
102,17941855.1021667,-30.474698626541933,1
103,20525855.10215603,-9.26705626473676,1
104,-46723144.897861466,6.988729875397349,1
105,-43688144.89785968,4.337657602317929,3
106,-16392144.89784416,-18.463658406958643,1
107,8983855.102140542,17.540476977604172,0
108,-4956139.897859786,14.561591395100308,1
109,-997144.8978469424,-9.116734294756968,1
110,-65854144.89786479,8.440214311408544,1
111,-63621144.89786657,12.426687246205766,2
112,-54166144.89786636,14.502227756245722,2
113,-5332144.897845632,-12.761956075781406,3
114,33440855.102159433,-12.47642981553783,1
115,28582855.10214756,9.122529997172508,0
116,-50195144.8978625,8.076833888234306,0
117,-50666144.89786244,7.832548438840199,1
118,-55669144.897860266,2.3834594763201986,2
119,-66078144.89786477,8.324036093437671,0
120,-64316144.897865,9.23790225444068,1
121,338233868.10217905,28.506749725898082,1
122,10043855.10213819,22.34138018381441,2
123,-10266144.897857603,8.979221328216214,1
124,116771855.1021473,32.40841345332716,1
125,124323866.10215217,25.029298085920725,2
126,-27283144.897853002,-4.253511265247229,0
127,57562855.10217393,-34.05241019306991,1
128,-11457144.897858892,11.155230035752815,1
129,-28733144.897847675,-14.89603310562189,2
130,-12640144.897856457,6.178091701523334,1
131,-57216144.897864476,10.066067631659235,1
132,-37766144.89786344,13.109008365141136,1
133,-48445144.89785829,0.43031788066242266,1
134,-29746144.897858586,5.842877354417804,1
135,-54556144.89786484,11.44568397006332,1
136,-60866144.897866204,12.432765639212036,3
137,-33936144.897860974,9.360962124986694,1
138,-44026144.897862576,9.81899561864427,2
139,-64286144.897865735,10.658973204121077,1
140,-64556144.897866435,11.941746916729146,1
141,-65994144.89786404,6.936143672409451,2
142,-49866144.897861786,6.790063507260874,1
143,-49626144.8978633,9.760160084339875,1
144,-41616144.89786068,6.800518894897684,2
145,-47036144.89786289,9.654712886293531,1
146,-61406144.89786614,12.161342444744445,0
147,-65426144.89786632,11.490519016574428,3
148,-45796144.897865295,14.600869360789211,1
149,-62406144.897866726,13.056850348145979,2
150,-5080144.897864917,24.405049790429533,3
151,-58846144.89786647,13.489093507268674,1
152,-32446144.897862647,12.953426764712992,1
153,-37556144.89786049,7.483439138136025,1
154,-41076144.89786074,7.063292794081656,0
155,-66556144.897866175,10.904441399132091,1
156,-59376144.89786492,10.37723692542172,3
157,-30946144.8978651,18.060380842347143,2
158,-65256144.897866346,11.578689985570175,0
159,-63946144.89786652,12.25812509959625,1
160,-26726144.897858985,7.391910095422119,2
161,-44156144.89786549,15.408213408800698,1
162,-40756144.89785636,-1.290299477437651,2
163,-35786144.89785923,5.5298867203912065,1
164,-61256144.89786688,13.653301020764287,3
165,-52906144.897865795,13.741569570131805,0
166,-42646144.89786571,16.234625551004566,0
167,-66796144.89786614,10.779964737020446,1
168,-13356144.897866726,25.75202361684593,1
169,-60506144.89786477,9.773860717412145,2
170,-17916144.89786092,13.401349448488055,3
171,-46406144.897866674,17.104163207038614,3
172,-39596144.897857256,0.751446270819558,1
173,-39126144.897862494,10.920285588706129,2
174,-64646144.89786569,10.472258210953603,3
175,-67106144.8978661,10.619182381792903,0
176,-48046144.89786351,10.579631443241546,2
177,-62806144.89786595,11.43522858242651,2
178,-66956144.897866115,10.696980295612684,2
179,-59941144.89786633,12.921168736384285,3
180,-66956144.897866115,10.696980295612684,0
181,-64806144.897865675,10.397923064829454,3
182,-14566144.8978651,22.304781749583203,2
183,-67056144.8978661,10.645115019732833,2
184,-61006144.897865444,10.93734429549656,2
185,-49106144.89786261,8.598400266147815,2
186,-43076144.897860475,6.051935162335457,2
187,-66106144.897866234,11.13783514059143,0
188,-66456144.89786545,9.533496717528271,3
189,-63946144.89786652,12.25812509959625,0
190,-62926144.89786666,12.787150913570747,2
191,-5756144.897861882,18.389148581397873,2
192,-53966144.89786639,14.597309012721803,2
193,-41206144.89786665,18.3956461858745,3
194,-63706144.897866555,12.382601761707893,2
195,-56816144.897865266,11.69633869266233,2
196,-59156144.89786642,13.319661856757513,2
197,-39116144.897858076,2.431858847810146,2
198,-27966144.89785882,6.766079265079183,3
199,-58846144.89786647,13.489093507268674,3
200,-56306144.8978668,14.797822219333314,0
201,-59973144.89786632,12.895922552819119,2
202,-57206144.89786595,12.925523369498201,0
203,-54456144.89786486,11.523497131794022,2
204,-65676144.89786556,9.946695164674734,2
205,-64326144.89786574,10.646876389052744,3
206,-61656144.89786683,13.445839917244871,2
207,-54356144.89786485,11.540765226539406,2
208,-59016144.89786497,10.546653328021945,2
209,-54396144.89786116,4.4232679193363165,2
210,-53606144.89786644,14.792673301172888,0
211,13883857.102139873,20.090525828306088,2
212,-60786144.89786621,12.47425785991592,3
213,-26086144.89786502,19.16687258790792,2
214,-64426144.89786646,12.009171775372954,3
215,-65816144.897866264,11.288244440643009,0
216,-36110144.89786293,12.553736671511432,0
217,-62226144.89786528,10.304587929762354,2
218,-67126144.8978661,10.608809326616933,2
219,-60806144.89786621,12.463884804739946,2
220,-62626144.897865966,11.519936783726626,2
221,101474088.10220958,-91.45239272395035,2
222,-63506144.89786658,12.4863323134676,2
223,-33378144.897862572,12.556535346348946,2
224,-51934144.89786447,11.417378727283849,2
225,-63446144.8978666,12.51745147899551,0
226,-43216144.89785972,4.5392152280527425,0
227,-65506144.89786558,10.034866133670487,0
228,-51046144.89786087,4.746593999111316,2
229,-60406144.89786405,8.411565331091936,2
230,-63926144.89786579,10.845688197288545,2
231,-19228144.897863004,17.067150558947976,2
232,-65366144.89786633,11.521638182102341,2
233,-61256144.89786688,13.653301020764287,2
234,-52334144.897865884,14.038238948164558,2
235,-52526144.897865854,13.93865761847524,2
236,72273855.10214007,34.827541388329486,0
237,-702144.897860361,16.767937637765442,2
238,-52606144.89786438,11.068844073371237,0
239,-5406144.8978612,17.16516568006091,2
240,-4416144.897860187,15.505480989946058,3
241,-53456144.89786572,13.43901196222538,2
242,-57666144.89786219,5.564244017748871,3
243,-62146144.89786233,4.663489615815147,0
244,-66556144.897866175,10.904441399132091,2
245,-68206143.89786595,10.048664865767286,2
246,-64356144.897866465,12.045477468488851,0
247,-57336144.897864476,10.02977718645427,0
248,-66866144.89786612,10.74365904390455,0
249,-18365995.897809513,-85.719421824311,3
250,57673855.10214498,21.58991916578715,0
251,10209855.102138162,22.43612583705858,0
252,-38158144.89786486,15.73401780809223,0
253,-43342144.89786489,14.459482568680727,3
254,-39046144.897865444,16.635719048777492,3
255,-65336144.89786559,10.11438780738262,3
256,-58116144.89786287,6.745010938489591,3
257,-46196144.89785932,3.0022793021167575,0
258,-63446144.8978666,12.51745147899551,0
259,-32412644.897858232,4.4598897730815334,0
260,-58356144.89786653,13.734584063796333,3
261,-58206144.897866555,13.821031272899729,0
262,-54996144.897865504,12.631637418392026,3
263,-62816144.89786372,7.15296288710387,3
264,-67169144.8978661,10.586507257988599,0
265,-37606144.89786494,16.011664835665393,3
266,-63526144.897866584,12.47595925829163,3
267,-66816144.89786613,10.76959168184448,0
268,-60516144.89786625,12.61429410479152,3
269,-44478144.897865474,15.284453696885667,0
270,-41026144.89786371,12.797763852523524,0
271,-62956144.89786518,9.94327000640667,0
272,-45156144.89785724,-0.7440502917510498,3
273,-64286144.89786352,6.390543331670041,3
274,-64806144.897866406,11.812083727029515,3
275,-61882144.89786607,11.914463731556346,0
276,-64356144.897866465,12.045477468488851,3
277,-54106144.89786635,14.516048331206397,3
278,-58286144.89786655,13.779539052195846,0
279,-37806144.89786636,18.71895701773858,0
280,-52156144.89785999,2.7567287746448907,0
281,-65146144.897864155,7.367311916586979,0
282,-25706144.89786285,15.095530763800326,0
283,-62409144.897865266,10.218323770185846,0
284,410173860.102148,106.8379335437274,3
285,256931893.10217687,11.785498720696744,3
286,451883860.10214823,117.15765481561343,3
287,-63336144.89786661,12.574503282463347,0
288,-23118144.897869088,27.77703728702225,0
289,-66172144.89786622,11.103604058510728,0
290,-58476144.897864304,9.421214450856713,3
291,-46036144.89786524,14.450444812826705,3
292,-42066144.89785988,5.135665900671048,0
293,-57366144.89785929,0.06319719658818765,0
294,-67006144.89786611,10.671047657672755,0
295,-66251144.89786475,8.234309166165525,3
296,-55219144.89786548,12.54192573903081,0
297,-63606144.89786657,12.434467037587746,3
298,-55570144.897866175,13.774039282892584,3
299,-12214144.897863213,19.282171051677164,3
300,-50670144.89786611,14.901277138805305,3
301,-49486144.897865534,14.101201343022696,3
302,-18044644.89786317,17.680976098986037,3
303,-51656144.89786449,11.552914898946224,3
304,-47986144.89786054,4.9022121882675105,3
